SessionSeg,Any,Accuracy,Fluency,Style,Critical,Minor,TextID,Annotator
P07_Ist1_1,9.0,9.0,0.0,0.0,9.0,0.0,Ist1,B
P07_Ist1_2,39.0,18.0,21.0,0.0,18.0,21.0,Ist1,B
P07_Ist1_3,19.0,14.0,5.0,0.0,13.0,6.0,Ist1,B
P07_Ist1_4,14.0,14.0,0.0,0.0,14.0,0.0,Ist1,B
P07_Ist1_5,32.0,32.0,0.0,0.0,29.0,3.0,Ist1,B
P07_Ist1_6,19.0,11.0,8.0,0.0,7.0,12.0,Ist1,B
P07_Ist2_1,18.0,6.0,12.0,0.0,0.0,18.0,Ist2,B
P07_Ist2_2,13.0,13.0,0.0,0.0,9.0,4.0,Ist2,B
P07_Ist2_3,30.0,15.0,15.0,0.0,19.0,11.0,Ist2,B
P07_Ist2_4,53.0,53.0,0.0,0.0,51.0,2.0,Ist2,B
P07_Ist2_5,27.0,16.0,11.0,0.0,11.0,16.0,Ist2,B
P07_Ist3_1,27.0,5.0,22.0,0.0,4.0,23.0,Ist3,B
P07_Ist3_2,4.0,4.0,0.0,0.0,0.0,4.0,Ist3,B
P07_Ist3_3,16.0,3.0,13.0,0.0,3.0,13.0,Ist3,B
P07_Ist3_4,11.0,11.0,0.0,0.0,11.0,0.0,Ist3,B
P07_Ist3_5,41.0,10.0,31.0,0.0,6.0,35.0,Ist3,B
P07_Ist3_6,10.0,10.0,0.0,0.0,10.0,0.0,Ist3,B
P07_Ist3_7,9.0,9.0,0.0,0.0,9.0,0.0,Ist3,B
P07_Ist6_1,59.0,10.0,49.0,0.0,29.0,30.0,Ist6,B
P07_Ist6_2,12.0,7.0,5.0,0.0,0.0,12.0,Ist6,B
P07_Ist6_3,1.0,0.0,0.0,0.0,0.0,0.0,Ist6,B
P07_Ist6_4,5.0,3.0,0.0,2.0,0.0,5.0,Ist6,B
P07_Ist6_5,38.0,22.0,16.0,0.0,36.0,2.0,Ist6,B
P08_Ist2_1,20.0,12.0,8.0,0.0,5.0,15.0,Ist2,B
P08_Ist2_2,16.0,5.0,11.0,0.0,9.0,7.0,Ist2,B
P08_Ist2_3,35.0,23.0,12.0,0.0,32.0,3.0,Ist2,B
P08_Ist2_4,32.0,23.0,6.0,3.0,23.0,9.0,Ist2,B
P08_Ist2_5,20.0,6.0,10.0,4.0,2.0,18.0,Ist2,B
P08_Ist4_1,51.0,49.0,2.0,0.0,49.0,2.0,Ist4,B
P08_Ist4_2,9.0,0.0,9.0,0.0,0.0,9.0,Ist4,B
P08_Ist4_3,58.0,43.0,15.0,0.0,37.0,21.0,Ist4,B
P08_Ist4_4,19.0,14.0,0.0,5.0,12.0,7.0,Ist4,B
P08_Ist5_1,55.0,48.0,7.0,0.0,44.0,11.0,Ist5,B
P08_Ist5_2,32.0,32.0,0.0,0.0,32.0,0.0,Ist5,B
P08_Ist5_3,28.0,1.0,22.0,5.0,13.0,15.0,Ist5,B
P08_Ist5_4,21.0,21.0,0.0,0.0,21.0,0.0,Ist5,B
P08_Ist5_5,24.0,6.0,16.0,2.0,11.0,13.0,Ist5,B
P08_Ist5_6,9.0,9.0,0.0,0.0,9.0,0.0,Ist5,B
P08_Ist6_1,63.0,63.0,0.0,0.0,63.0,0.0,Ist6,B
P08_Ist6_2,25.0,16.0,9.0,0.0,11.0,14.0,Ist6,B
P08_Ist6_3,4.0,4.0,0.0,0.0,2.0,2.0,Ist6,B
P08_Ist6_4,5.0,3.0,0.0,2.0,1.0,4.0,Ist6,B
P08_Ist6_5,43.0,43.0,0.0,0.0,41.0,2.0,Ist6,B
P09_Ist1_1,25.0,4.0,21.0,0.0,4.0,21.0,Ist1,B
P09_Ist1_2,26.0,26.0,0.0,0.0,22.0,4.0,Ist1,B
P09_Ist1_3,27.0,27.0,0.0,0.0,23.0,4.0,Ist1,B
P09_Ist1_4,7.0,7.0,0.0,0.0,0.0,7.0,Ist1,B
P09_Ist1_5,5.0,2.0,3.0,0.0,2.0,3.0,Ist1,B
P09_Ist1_6,11.0,4.0,2.0,5.0,0.0,11.0,Ist1,B
P09_Ist2_1,15.0,6.0,4.0,5.0,0.0,15.0,Ist2,B
P09_Ist2_2,12.0,12.0,0.0,0.0,9.0,3.0,Ist2,B
P09_Ist2_3,64.0,37.0,27.0,0.0,30.0,34.0,Ist2,B
P09_Ist2_4,51.0,32.0,19.0,0.0,43.0,8.0,Ist2,B
P09_Ist2_5,21.0,21.0,0.0,0.0,13.0,8.0,Ist2,B
P09_Ist5_1,51.0,35.0,8.0,8.0,35.0,16.0,Ist5,B
P09_Ist5_2,36.0,22.0,14.0,0.0,36.0,0.0,Ist5,B
P09_Ist5_3,20.0,17.0,3.0,0.0,17.0,3.0,Ist5,B
P09_Ist5_4,14.0,14.0,0.0,0.0,14.0,0.0,Ist5,B
P09_Ist5_5,26.0,17.0,9.0,0.0,15.0,11.0,Ist5,B
P09_Ist5_6,25.0,17.0,8.0,0.0,17.0,8.0,Ist5,B
P09_Ist6_1,32.0,30.0,2.0,0.0,26.0,6.0,Ist6,B
P09_Ist6_2,20.0,14.0,6.0,0.0,8.0,12.0,Ist6,B
P09_Ist6_3,7.0,4.0,3.0,0.0,4.0,3.0,Ist6,B
P09_Ist6_4,5.0,5.0,0.0,0.0,5.0,0.0,Ist6,B
P09_Ist6_5,56.0,56.0,0.0,0.0,36.0,20.0,Ist6,B
P00_Ist3_1,9.0,9.0,0.0,0.0,5.0,4.0,Ist3,C
P00_Ist3_2,3.0,3.0,0.0,0.0,0.0,3.0,Ist3,C
P00_Ist3_3,3.0,3.0,0.0,0.0,3.0,0.0,Ist3,C
P00_Ist3_4,6.0,6.0,0.0,0.0,4.0,2.0,Ist3,C
P00_Ist3_5,9.0,5.0,4.0,0.0,3.0,6.0,Ist3,C
P00_Ist3_6,4.0,4.0,0.0,0.0,4.0,0.0,Ist3,C
P00_Ist3_7,6.0,6.0,0.0,0.0,6.0,0.0,Ist3,C
P01_Ist1_1,7.0,7.0,0.0,0.0,7.0,0.0,Ist1,C
P01_Ist1_2,16.0,16.0,0.0,0.0,16.0,0.0,Ist1,C
P01_Ist1_3,24.0,24.0,0.0,0.0,24.0,0.0,Ist1,C
P01_Ist1_4,10.0,10.0,0.0,0.0,10.0,0.0,Ist1,C
P01_Ist1_5,19.0,19.0,0.0,0.0,15.0,4.0,Ist1,C
P01_Ist1_6,5.0,5.0,0.0,0.0,0.0,5.0,Ist1,C
P01_Ist2_1,1.0,1.0,0.0,0.0,0.0,1.0,Ist2,C
P01_Ist2_2,2.0,2.0,0.0,0.0,1.0,1.0,Ist2,C
P01_Ist2_3,16.0,16.0,0.0,0.0,10.0,6.0,Ist2,C
P01_Ist2_4,44.0,44.0,0.0,0.0,37.0,7.0,Ist2,C
P01_Ist2_5,6.0,6.0,0.0,0.0,6.0,0.0,Ist2,C
P01_Ist4_1,27.0,27.0,0.0,0.0,23.0,4.0,Ist4,C
P01_Ist4_2,8.0,8.0,0.0,0.0,8.0,0.0,Ist4,C
P01_Ist4_3,35.0,35.0,0.0,0.0,35.0,0.0,Ist4,C
P01_Ist4_4,8.0,8.0,0.0,0.0,6.0,2.0,Ist4,C
P01_Ist5_1,25.0,25.0,0.0,0.0,24.0,1.0,Ist5,C
P01_Ist5_2,15.0,15.0,0.0,0.0,13.0,2.0,Ist5,C
P01_Ist5_3,5.0,5.0,0.0,0.0,4.0,1.0,Ist5,C
P01_Ist5_4,9.0,9.0,0.0,0.0,9.0,0.0,Ist5,C
P01_Ist5_5,8.0,8.0,0.0,0.0,8.0,0.0,Ist5,C
P01_Ist5_6,23.0,23.0,0.0,0.0,23.0,0.0,Ist5,C
P02_Ist1_1,2.0,2.0,0.0,0.0,2.0,0.0,Ist1,C
P02_Ist1_2,9.0,9.0,0.0,0.0,4.0,5.0,Ist1,C
P02_Ist1_3,15.0,15.0,0.0,0.0,13.0,2.0,Ist1,C
P02_Ist1_4,2.0,2.0,0.0,0.0,2.0,0.0,Ist1,C
P02_Ist1_5,2.0,2.0,0.0,0.0,2.0,0.0,Ist1,C
P02_Ist1_6,6.0,6.0,0.0,0.0,3.0,3.0,Ist1,C
P02_Ist2_1,1.0,1.0,0.0,0.0,1.0,0.0,Ist2,C
P02_Ist2_2,2.0,2.0,0.0,0.0,1.0,1.0,Ist2,C
P02_Ist2_3,22.0,22.0,0.0,0.0,22.0,0.0,Ist2,C
P02_Ist2_4,18.0,18.0,0.0,0.0,18.0,0.0,Ist2,C
P02_Ist2_5,4.0,4.0,0.0,0.0,3.0,1.0,Ist2,C
P02_Ist3_1,2.0,2.0,0.0,0.0,2.0,0.0,Ist3,C
P02_Ist3_2,1.0,0.0,0.0,0.0,0.0,0.0,Ist3,C
P02_Ist3_3,3.0,3.0,0.0,0.0,3.0,0.0,Ist3,C
P02_Ist3_4,1.0,0.0,0.0,0.0,0.0,0.0,Ist3,C
P02_Ist3_5,8.0,8.0,0.0,0.0,8.0,0.0,Ist3,C
P02_Ist3_6,1.0,0.0,0.0,0.0,0.0,0.0,Ist3,C
P02_Ist3_7,1.0,0.0,0.0,0.0,0.0,0.0,Ist3,C
P02_Ist4_1,15.0,15.0,0.0,0.0,5.0,10.0,Ist4,C
P02_Ist4_2,7.0,7.0,0.0,0.0,7.0,0.0,Ist4,C
P02_Ist4_3,11.0,11.0,0.0,0.0,9.0,2.0,Ist4,C
P02_Ist4_4,6.0,6.0,0.0,0.0,0.0,6.0,Ist4,C
P03_Ist1_1,6.0,6.0,0.0,0.0,5.0,1.0,Ist1,C
P03_Ist1_2,6.0,6.0,0.0,0.0,6.0,0.0,Ist1,C
P03_Ist1_3,21.0,21.0,0.0,0.0,15.0,6.0,Ist1,C
P03_Ist1_4,1.0,1.0,0.0,0.0,0.0,1.0,Ist1,C
P03_Ist1_5,2.0,2.0,0.0,0.0,0.0,2.0,Ist1,C
P03_Ist1_6,3.0,3.0,0.0,0.0,1.0,2.0,Ist1,C
P03_Ist4_1,8.0,8.0,0.0,0.0,2.0,6.0,Ist4,C
P03_Ist4_2,10.0,10.0,0.0,0.0,10.0,0.0,Ist4,C
P03_Ist4_3,7.0,7.0,0.0,0.0,7.0,0.0,Ist4,C
P03_Ist4_4,1.0,0.0,0.0,0.0,0.0,0.0,Ist4,C
P03_Ist5_1,3.0,3.0,0.0,0.0,3.0,0.0,Ist5,C
P03_Ist5_2,1.0,0.0,0.0,0.0,0.0,0.0,Ist5,C
P03_Ist5_3,1.0,0.0,0.0,0.0,0.0,0.0,Ist5,C
P03_Ist5_4,3.0,3.0,0.0,0.0,0.0,3.0,Ist5,C
P03_Ist5_5,8.0,8.0,0.0,0.0,8.0,0.0,Ist5,C
P03_Ist5_6,4.0,4.0,0.0,0.0,0.0,4.0,Ist5,C
P03_Ist6_1,6.0,6.0,0.0,0.0,4.0,2.0,Ist6,C
P03_Ist6_2,4.0,4.0,0.0,0.0,0.0,4.0,Ist6,C
P03_Ist6_3,1.0,0.0,0.0,0.0,0.0,0.0,Ist6,C
P03_Ist6_4,3.0,3.0,0.0,0.0,3.0,0.0,Ist6,C
P03_Ist6_5,20.0,20.0,0.0,0.0,16.0,4.0,Ist6,C
P04_Ist1_1,2.0,2.0,0.0,0.0,2.0,0.0,Ist1,C
P04_Ist1_2,7.0,7.0,0.0,0.0,6.0,1.0,Ist1,C
P04_Ist1_3,11.0,11.0,0.0,0.0,11.0,0.0,Ist1,C
P04_Ist1_4,3.0,3.0,0.0,0.0,2.0,1.0,Ist1,C
P04_Ist1_5,22.0,22.0,0.0,0.0,22.0,0.0,Ist1,C
P04_Ist1_6,3.0,3.0,0.0,0.0,0.0,3.0,Ist1,C
P04_Ist2_1,7.0,7.0,0.0,0.0,2.0,5.0,Ist2,C
P04_Ist2_2,21.0,21.0,0.0,0.0,21.0,0.0,Ist2,C
P04_Ist2_3,50.0,50.0,0.0,0.0,50.0,0.0,Ist2,C
P04_Ist2_4,26.0,26.0,0.0,0.0,16.0,10.0,Ist2,C
P04_Ist2_5,3.0,3.0,0.0,0.0,3.0,0.0,Ist2,C
P04_Ist4_1,24.0,24.0,0.0,0.0,24.0,0.0,Ist4,C
P04_Ist4_2,3.0,3.0,0.0,0.0,3.0,0.0,Ist4,C
P04_Ist4_3,27.0,27.0,0.0,0.0,27.0,0.0,Ist4,C
P04_Ist4_4,27.0,27.0,0.0,0.0,27.0,0.0,Ist4,C
P04_Ist6_1,63.0,63.0,0.0,0.0,63.0,0.0,Ist6,C
P04_Ist6_2,18.0,18.0,0.0,0.0,14.0,4.0,Ist6,C
P04_Ist6_3,1.0,0.0,0.0,0.0,0.0,0.0,Ist6,C
P04_Ist6_4,5.0,5.0,0.0,0.0,5.0,0.0,Ist6,C
P04_Ist6_5,32.0,32.0,0.0,0.0,32.0,0.0,Ist6,C
P05_Ist1_1,2.0,2.0,0.0,0.0,2.0,0.0,Ist1,C
P05_Ist1_2,4.0,4.0,0.0,0.0,4.0,0.0,Ist1,C
P05_Ist1_3,11.0,11.0,0.0,0.0,7.0,4.0,Ist1,C
P05_Ist1_4,2.0,2.0,0.0,0.0,2.0,0.0,Ist1,C
P05_Ist1_5,3.0,3.0,0.0,0.0,3.0,0.0,Ist1,C
P05_Ist1_6,1.0,0.0,0.0,0.0,0.0,0.0,Ist1,C
P05_Ist2_1,1.0,0.0,0.0,0.0,0.0,0.0,Ist2,C
P05_Ist2_2,1.0,0.0,0.0,0.0,0.0,0.0,Ist2,C
P05_Ist2_3,4.0,4.0,0.0,0.0,2.0,2.0,Ist2,C
P05_Ist2_4,9.0,9.0,0.0,0.0,9.0,0.0,Ist2,C
P05_Ist2_5,12.0,12.0,0.0,0.0,12.0,0.0,Ist2,C
P05_Ist5_1,7.0,7.0,0.0,0.0,5.0,2.0,Ist5,C
P05_Ist5_2,1.0,1.0,0.0,0.0,0.0,1.0,Ist5,C
P05_Ist5_3,2.0,2.0,0.0,0.0,2.0,0.0,Ist5,C
P05_Ist5_4,2.0,2.0,0.0,0.0,2.0,0.0,Ist5,C
P05_Ist5_5,7.0,7.0,0.0,0.0,7.0,0.0,Ist5,C
P05_Ist5_6,8.0,8.0,0.0,0.0,5.0,3.0,Ist5,C
P05_Ist6_1,2.0,2.0,0.0,0.0,0.0,2.0,Ist6,C
P05_Ist6_2,5.0,5.0,0.0,0.0,5.0,0.0,Ist6,C
P05_Ist6_3,1.0,1.0,0.0,0.0,0.0,1.0,Ist6,C
P05_Ist6_4,2.0,2.0,0.0,0.0,1.0,1.0,Ist6,C
P05_Ist6_5,8.0,8.0,0.0,0.0,1.0,7.0,Ist6,C
P06_Ist1_1,4.0,4.0,0.0,0.0,4.0,0.0,Ist1,C
P06_Ist1_2,5.0,5.0,0.0,0.0,5.0,0.0,Ist1,C
P06_Ist1_3,13.0,13.0,0.0,0.0,11.0,2.0,Ist1,C
P06_Ist1_4,3.0,3.0,0.0,0.0,3.0,0.0,Ist1,C
P06_Ist1_5,1.0,0.0,0.0,0.0,0.0,0.0,Ist1,C
P06_Ist1_6,5.0,5.0,0.0,0.0,5.0,0.0,Ist1,C
P06_Ist3_1,5.0,5.0,0.0,0.0,2.0,3.0,Ist3,C
P06_Ist3_2,1.0,0.0,0.0,0.0,0.0,0.0,Ist3,C
P06_Ist3_3,1.0,0.0,0.0,0.0,0.0,0.0,Ist3,C
P06_Ist3_4,7.0,7.0,0.0,0.0,2.0,5.0,Ist3,C
P06_Ist3_5,3.0,3.0,0.0,0.0,3.0,0.0,Ist3,C
P06_Ist3_6,22.0,22.0,0.0,0.0,22.0,0.0,Ist3,C
P06_Ist3_7,1.0,0.0,0.0,0.0,0.0,0.0,Ist3,C
P06_Ist5_1,12.0,12.0,0.0,0.0,6.0,6.0,Ist5,C
P06_Ist5_2,16.0,16.0,0.0,0.0,16.0,0.0,Ist5,C
P06_Ist5_3,1.0,0.0,0.0,0.0,0.0,0.0,Ist5,C
P06_Ist5_4,6.0,6.0,0.0,0.0,6.0,0.0,Ist5,C
P06_Ist5_5,6.0,6.0,0.0,0.0,6.0,0.0,Ist5,C
P06_Ist5_6,1.0,0.0,0.0,0.0,0.0,0.0,Ist5,C
P06_Ist6_1,2.0,2.0,0.0,0.0,2.0,0.0,Ist6,C
P06_Ist6_2,5.0,5.0,0.0,0.0,5.0,0.0,Ist6,C
P06_Ist6_3,4.0,4.0,0.0,0.0,4.0,0.0,Ist6,C
P06_Ist6_4,4.0,4.0,0.0,0.0,4.0,0.0,Ist6,C
P06_Ist6_5,19.0,19.0,0.0,0.0,15.0,4.0,Ist6,C
P07_Ist1_1,9.0,9.0,0.0,0.0,9.0,0.0,Ist1,C
P07_Ist1_2,10.0,10.0,0.0,0.0,10.0,0.0,Ist1,C
P07_Ist1_3,16.0,16.0,0.0,0.0,15.0,1.0,Ist1,C
P07_Ist1_4,13.0,13.0,0.0,0.0,13.0,0.0,Ist1,C
P07_Ist1_5,11.0,11.0,0.0,0.0,11.0,0.0,Ist1,C
P07_Ist1_6,1.0,1.0,0.0,0.0,1.0,0.0,Ist1,C
P07_Ist2_1,1.0,1.0,0.0,0.0,0.0,1.0,Ist2,C
P07_Ist2_2,1.0,1.0,0.0,0.0,0.0,1.0,Ist2,C
P07_Ist2_3,8.0,8.0,0.0,0.0,1.0,7.0,Ist2,C
P07_Ist2_4,24.0,24.0,0.0,0.0,24.0,0.0,Ist2,C
P07_Ist2_5,5.0,5.0,0.0,0.0,5.0,0.0,Ist2,C
P07_Ist3_1,3.0,3.0,0.0,0.0,2.0,1.0,Ist3,C
P07_Ist3_2,3.0,3.0,0.0,0.0,0.0,3.0,Ist3,C
P07_Ist3_3,8.0,8.0,0.0,0.0,8.0,0.0,Ist3,C
P07_Ist3_4,1.0,0.0,0.0,0.0,0.0,0.0,Ist3,C
P07_Ist3_5,10.0,10.0,0.0,0.0,10.0,0.0,Ist3,C
P07_Ist3_6,11.0,11.0,0.0,0.0,11.0,0.0,Ist3,C
P07_Ist3_7,5.0,5.0,0.0,0.0,5.0,0.0,Ist3,C
P07_Ist6_1,10.0,10.0,0.0,0.0,10.0,0.0,Ist6,C
P07_Ist6_2,1.0,1.0,0.0,0.0,1.0,0.0,Ist6,C
P07_Ist6_3,1.0,0.0,0.0,0.0,0.0,0.0,Ist6,C
P07_Ist6_4,3.0,3.0,0.0,0.0,3.0,0.0,Ist6,C
P07_Ist6_5,10.0,10.0,0.0,0.0,10.0,0.0,Ist6,C
P08_Ist2_1,1.0,1.0,0.0,0.0,1.0,0.0,Ist2,C
P08_Ist2_2,11.0,11.0,0.0,0.0,11.0,0.0,Ist2,C
P08_Ist2_3,24.0,24.0,0.0,0.0,24.0,0.0,Ist2,C
P08_Ist2_4,21.0,21.0,0.0,0.0,18.0,3.0,Ist2,C
P08_Ist2_5,8.0,8.0,0.0,0.0,6.0,2.0,Ist2,C
P08_Ist4_1,5.0,5.0,0.0,0.0,5.0,0.0,Ist4,C
P08_Ist4_2,1.0,0.0,0.0,0.0,0.0,0.0,Ist4,C
P08_Ist4_3,22.0,22.0,0.0,0.0,22.0,0.0,Ist4,C
P08_Ist4_4,14.0,14.0,0.0,0.0,6.0,8.0,Ist4,C
P08_Ist5_1,19.0,19.0,0.0,0.0,17.0,2.0,Ist5,C
P08_Ist5_2,23.0,23.0,0.0,0.0,23.0,0.0,Ist5,C
P08_Ist5_3,4.0,4.0,0.0,0.0,4.0,0.0,Ist5,C
P08_Ist5_4,5.0,5.0,0.0,0.0,5.0,0.0,Ist5,C
P08_Ist5_5,5.0,3.0,2.0,0.0,3.0,2.0,Ist5,C
P08_Ist5_6,2.0,2.0,0.0,0.0,2.0,0.0,Ist5,C
P08_Ist6_1,22.0,22.0,0.0,0.0,22.0,0.0,Ist6,C
P08_Ist6_2,10.0,10.0,0.0,0.0,10.0,0.0,Ist6,C
P08_Ist6_3,1.0,0.0,0.0,0.0,0.0,0.0,Ist6,C
P08_Ist6_4,3.0,3.0,0.0,0.0,3.0,0.0,Ist6,C
P08_Ist6_5,12.0,12.0,0.0,0.0,10.0,2.0,Ist6,C
P09_Ist1_1,1.0,0.0,0.0,0.0,0.0,0.0,Ist1,C
P09_Ist1_2,25.0,11.0,0.0,14.0,25.0,0.0,Ist1,C
P09_Ist1_3,11.0,11.0,0.0,0.0,11.0,0.0,Ist1,C
P09_Ist1_4,1.0,0.0,0.0,0.0,0.0,0.0,Ist1,C
P09_Ist1_5,4.0,4.0,0.0,0.0,4.0,0.0,Ist1,C
P09_Ist1_6,1.0,0.0,0.0,0.0,0.0,0.0,Ist1,C
P09_Ist2_1,1.0,1.0,0.0,0.0,0.0,1.0,Ist2,C
P09_Ist2_2,1.0,1.0,0.0,0.0,0.0,1.0,Ist2,C
P09_Ist2_3,23.0,23.0,0.0,0.0,22.0,1.0,Ist2,C
P09_Ist2_4,16.0,16.0,0.0,0.0,16.0,0.0,Ist2,C
P09_Ist2_5,12.0,12.0,0.0,0.0,12.0,0.0,Ist2,C
P09_Ist5_1,31.0,31.0,0.0,0.0,31.0,0.0,Ist5,C
P09_Ist5_2,24.0,24.0,0.0,0.0,24.0,0.0,Ist5,C
P09_Ist5_3,15.0,15.0,0.0,0.0,15.0,0.0,Ist5,C
P09_Ist5_4,5.0,5.0,0.0,0.0,5.0,0.0,Ist5,C
P09_Ist5_5,10.0,10.0,0.0,0.0,10.0,0.0,Ist5,C
P09_Ist5_6,9.0,9.0,0.0,0.0,8.0,1.0,Ist5,C
P09_Ist6_1,6.0,6.0,0.0,0.0,6.0,0.0,Ist6,C
P09_Ist6_2,6.0,6.0,0.0,0.0,5.0,1.0,Ist6,C
P09_Ist6_3,3.0,3.0,0.0,0.0,3.0,0.0,Ist6,C
P09_Ist6_4,3.0,3.0,0.0,0.0,1.0,2.0,Ist6,C
P09_Ist6_5,23.0,23.0,0.0,0.0,23.0,0.0,Ist6,C
